place_id,name,city,address,country,latitude,longitude,rating,reviews,category,source_query,name_clean,category_clean,feature_text,nature,history,culture,adventure,photography,shopping,religious,family,travel_tags,estimated_visit_minutes,recommendation_text,rating_score,popularity_score
ChIJQeTU91SwvzsR4cJQMV5lu8c,Big Foot Goa,Goa,"Cross Museum, Main Road, Salcete District, Loutolim, Goa 403718, India",India,15.339727,73.9868803,4.1,8994,Tourist attraction,tourist attractions in Goa,big foot goa,tourist attraction,big foot goa tourist attraction,0,0,0,0,0,0,0,0,,60,big foot goa. goa. tourist attraction. ,0.3846153846153842,0.6862540754277755
ChIJy1w3MFFJvjsRW9cTbAchLdw,Cabo de Rama Fort South Goa,Goa,"3WQC+GJ8, Taluka Cabo da Rama, Canacona, Goa 403702, India",India,15.0887849,73.9215933,4.4,17073,Tourist attraction,tourist attractions in Goa,cabo de rama fort south goa,tourist attraction,cabo de rama fort south goa tourist attraction,0,1,1,0,1,0,0,0,"history, culture, photography",120,"cabo de rama fort south goa. goa. tourist attraction. history, culture, photography",0.6153846153846154,0.754279911328999
ChIJ8YcmYFOwvzsRJ_P1iH_ckHE,Ambora Spring,Goa,"8XPQ+PH9, Loutolim, Goa 403718, India",India,15.3367963,73.9889898,4.1,257,Tourist attraction,tourist attractions in Goa,ambora spring,tourist attraction,ambora spring tourist attraction,0,0,0,0,0,0,0,0,,60,ambora spring. goa. tourist attraction. ,0.3846153846153842,0.3092906179608502
ChIJodX_ocdZvjsR3ISyT9zV_zY,Kuske Waterfall,Goa,"26C5+MFM, Cotigao, Goa 403702, India",India,15.021708299999998,74.2086604,4.4,332,Tourist attraction,tourist attractions in Goa,kuske waterfall,tourist attraction,kuske waterfall tourist attraction,1,0,0,0,1,0,0,0,"nature, photography",90,"kuske waterfall. goa. tourist attraction. nature, photography",0.6153846153846154,0.3363765225257552
ChIJ4ayK8NDvvzsR78k8dPh_ryw,Keri Beach,Goa,"PM6R+VQ5, Querim, Goa 403524, India",India,15.7087743,73.6929842,4.6,5070,Tourist attraction,tourist attractions in Goa,keri beach,tourist attraction,keri beach tourist attraction,1,0,0,0,1,0,0,1,"nature, photography, family",90,"keri beach. goa. tourist attraction. nature, photography, family",0.7692307692307687,0.6254201924645871
ChIJaUpI88WzvzsROv5H6OOxJa8,Pandava Caves,Goa,"7XFC+287, Martires Dias Rd, Margao, Goa 403601, India",India,15.2725405,73.9707957,3.8,1596,Tourist attraction,tourist attractions in Goa,pandava caves,tourist attraction,pandava caves tourist attraction,0,0,0,0,0,0,0,0,,60,pandava caves. goa. tourist attraction. ,0.1538461538461536,0.5027812695669774
ChIJM-I9HuivvzsRHy6_zl1BftA,Twin Waterfall,Goa,"926V+M58, Shirshirem, Borim, Goa 403103, India",India,15.3616667,74.0429602,4.0,186,Tourist attraction,tourist attractions in Goa,twin waterfall,tourist attraction,twin waterfall tourist attraction,1,0,0,0,1,0,0,0,"nature, photography",90,"twin waterfall. goa. tourist attraction. nature, photography",0.30769230769230754,0.2751283585290273
ChIJ-5PLmPSzvzsRqBoUBZmqYm4,Goa Chitra Museum,Goa,"H.No. 498, near Auxilium High School, Pulvaddo, Benaulim, Goa 403716, India",India,15.2648991,73.9413364,4.3,3400,Tourist attraction,tourist attractions in Goa,goa chitra museum,tourist attraction,goa chitra museum tourist attraction,0,1,1,0,0,0,0,1,"history, culture, family",120,"goa chitra museum. goa. tourist attraction. history, culture, family",0.5384615384615381,0.5830193643248358
ChIJ56FVYsbpvzsRB6GFWwDiCzc,Chapora Fort,Goa,"Chapora Fort Trail, Vagator, Anjuna, Chapora, Goa 403509, India",India,15.6046375,73.7369631,4.2,27124,Fortress,tourist attractions in Goa,chapora fort,fortress,chapora fort fortress,0,1,1,0,1,0,0,0,"history, culture, photography",120,"chapora fort. goa. fortress. history, culture, photography",0.4615384615384615,0.8034134432572498
ChIJnVBfyvC6vzsRA1Clf2FdZ5E,Chhatrapati Shivaji Maharaj Fort,Goa,"CX6Q+XCX, Donshiwado, Bandoda, Bandiwada, Goa 403401, India",India,15.4125,73.9886111,4.4,1661,Tourist attraction,tourist attractions in Goa,chhatrapati shivaji maharaj fort,tourist attraction,chhatrapati shivaji maharaj fort tourist attraction,0,1,1,0,1,0,0,0,"history, culture, photography",120,"chhatrapati shivaji maharaj fort. goa. tourist attraction. history, culture, photography",0.6153846153846154,0.507015830192948
ChIJh8I8MtOqvzsRWk2SI90FBNg,Salaulim Dam,Goa,"Kurdi, Ugem, Goa 403704, India",India,15.2127043,74.1788677,4.5,4336,Tourist attraction,tourist attractions in Goa,salaulim dam,tourist attraction,salaulim dam tourist attraction,0,0,0,0,0,0,0,0,,60,salaulim dam. goa. tourist attraction. ,0.6923076923076921,0.6088241698393563
ChIJxWknsiAHvzsRJLQ-TAVWxjY,Dudhsagar Trek,Goa,"Road, Mollem, Kolem, Goa 403410, India",India,15.3358363,74.2434258,4.7,16,Tourist attraction,tourist attractions in Goa,dudhsagar trek,tourist attraction,dudhsagar trek tourist attraction,0,0,0,1,0,0,0,0,adventure,150,dudhsagar trek. goa. tourist attraction. adventure,0.846153846153846,0.02060832122213586
ChIJNwkLZhi0vzsRBmJE7qIZZ_Q,Sunset View Point Colva,Goa,"7WF7+WCW, Colva, Goa 403708, India",India,15.2748536,73.91358509999999,4.5,601,Tourist attraction,tourist attractions in Goa,sunset view point colva,tourist attraction,sunset view point colva tourist attraction,0,0,0,0,1,0,0,0,photography,45,sunset view point colva. goa. tourist attraction. photography,0.6923076923076921,0.3992254393361513
ChIJ9Z288fW6vzsRiiAZ44P99zg,"Shri Nageshi Temple,",Goa,"Bandiwade, Donshiwado, Ponda, Bandiwada, Goa 403401, India",India,15.407464,73.9837052,4.8,3033,Tourist attraction,tourist attractions in Goa,"shri nageshi temple,",tourist attraction,"shri nageshi temple, tourist attraction",0,1,1,0,0,0,1,0,"history, culture, religious",60,"shri nageshi temple,. goa. tourist attraction. history, culture, religious",0.9230769230769227,0.5708991358353764
ChIJwbAghgu0bTkRYHt9ATEVgEQ,The City Palace,Jaipur,"Gangori Bazaar, J.D.A. Market, Pink City, Jaipur, Rajasthan 302002, India",India,26.9257943,75.8236714,4.4,59335,Tourist attraction,tourist attractions in Jaipur,the city palace,tourist attraction,the city palace tourist attraction,0,1,1,0,1,0,0,0,"history, culture, photography",120,"the city palace. jaipur. tourist attraction. history, culture, photography",0.6153846153846154,0.8864980577440603
ChIJpQvTG0uxbTkRDLLMHlNdDoY,Hawa Mahal,Jaipur,"Hawa Mahal Rd, Badi Choupad, J.D.A. Market, Pink City, Jaipur, Rajasthan 302002, India",India,26.9240458,75.8267144,4.5,167035,Tourist attraction,tourist attractions in Jaipur,hawa mahal,tourist attraction,hawa mahal tourist attraction,0,0,0,0,0,0,0,0,,60,hawa mahal. jaipur. tourist attraction. ,0.6923076923076921,0.9963554393646401
ChIJx0lfsbGxbTkRgVOhxJ7EGbw,Jaigarh Fort,Jaipur,"Devisinghpura, Amer, Jaipur, Rajasthan 302028, India",India,26.9816052,75.8447917,4.5,32119,Tourist attraction,tourist attractions in Jaipur,jaigarh fort,tourist attraction,jaigarh fort tourist attraction,0,1,1,0,1,0,0,0,"history, culture, photography",120,"jaigarh fort. jaipur. tourist attraction. history, culture, photography",0.6923076923076921,0.8213540766148653
ChIJlXJ26RuxbTkR0qsToxFP05c,Jal Mahal,Jaipur,"Amer, Jaipur, Rajasthan 302002, India",India,26.9534584,75.84612349999999,4.2,40282,Tourist attraction,tourist attractions in Jaipur,jal mahal,tourist attraction,jal mahal tourist attraction,0,0,0,0,0,0,0,0,,60,jal mahal. jaipur. tourist attraction. ,0.4615384615384615,0.8453902510562455
ChIJkzbjKhm3bTkRNiCT5-dA6vU,Sisodia Rani ka Bagh,Jaipur,"VVX5+QF9, Agra Rd, Ghat Ki Guni, Jaipur, Rajasthan 302003, India",India,26.8994218,75.8587309,4.4,6562,Tourist attraction,tourist attractions in Jaipur,sisodia rani ka bagh,tourist attraction,sisodia rani ka bagh tourist attraction,0,0,0,0,0,0,0,0,,60,sisodia rani ka bagh. jaipur. tourist attraction. ,0.6153846153846154,0.6527955358483329
ChIJaXD1f0yxbTkRvquNoSkESuk,Jantar Mantar,Jaipur,"Malve Nagar, J.D.A. Market, Pink City, Jaipur, Rajasthan 302002, India",India,26.924762,75.82455999999999,4.5,43076,Tourist attraction,tourist attractions in Jaipur,jantar mantar,tourist attraction,jantar mantar tourist attraction,0,0,0,0,0,0,0,0,,60,jantar mantar. jaipur. tourist attraction. ,0.6923076923076921,0.852508172117852
ChIJ-w3Sy1qwbTkRK34UR2ffIWI,Amber Palace,Jaipur,"Devisinghpura, Amer, Jaipur, Rajasthan 302001, India",India,26.9854865,75.8513454,4.6,172870,Tourist attraction,tourist attractions in Jaipur,amber palace,tourist attraction,amber palace tourist attraction,0,1,1,0,1,0,0,0,"history, culture, photography",120,"amber palace. jaipur. tourist attraction. history, culture, photography",0.7692307692307687,1.0
ChIJ34tpDCK0bTkRQcEb5xYz9Po,Amar Jawan Jyoti,Jaipur,"VQWX+6XW, Jan Path, Jaipur Nagar Nigam, Lalkothi, Jaipur, Rajasthan 302015, India",India,26.8956032,75.7999567,4.7,11722,Tourist attraction,tourist attractions in Jaipur,amar jawan jyoti,tourist attraction,amar jawan jyoti tourist attraction,0,0,0,0,0,0,0,0,,60,amar jawan jyoti. jaipur. tourist attraction. ,0.846153846153846,0.714369669069753
ChIJXyn5OrC2bTkRaGk8EzNDuwU,Albert Hall Museum,Jaipur,"Ram Niwas Garden, Ashok Nagar, Jaipur, Rajasthan 302004, India",India,26.9115849,75.819412,4.5,73148,Museum,tourist attractions in Jaipur,albert hall museum,museum,albert hall museum museum,0,1,1,0,0,0,0,1,"history, culture, family",120,"albert hall museum. jaipur. museum. history, culture, family",0.6923076923076921,0.9087119247516718
ChIJw1BujlyxbTkRlufvmwfJwO4,Jaipur Wax Museum Nahargarh Fort,Jaipur,"Nahargarh Fort Amer Road Near Jal Mahal, Jaipur, Rajasthan 302001, India",India,26.9391796,75.81627449999999,4.3,3091,Tourist attraction,tourist attractions in Jaipur,jaipur wax museum nahargarh fort,tourist attraction,jaipur wax museum nahargarh fort tourist attraction,0,1,1,0,1,0,0,1,"history, culture, photography, family",120,"jaipur wax museum nahargarh fort. jaipur. tourist attraction. history, culture, photography, family",0.5384615384615381,0.5729090880880564
ChIJ0fNH81yxbTkRi56uF-amqgo,Nahargarh Fort,Jaipur,"Krishna Nagar, Brahampuri, Jaipur, Rajasthan 302001, India",India,26.9401659,75.8170373,4.5,78755,Castle,tourist attractions in Jaipur,nahargarh fort,castle,nahargarh fort castle,0,1,1,0,1,0,0,0,"history, culture, photography",120,"nahargarh fort. jaipur. castle. history, culture, photography",0.6923076923076921,0.9165512304288131
ChIJI0QOpK22bTkRh97plqjaGLQ,Ajmeri Gate,Jaipur,"99, Nehru Bazar Rd, Jayanti Market, Modikhana, Jaipur, Rajasthan 302003, India",India,26.917647,75.81665679999999,4.4,15102,Tourist attraction,tourist attractions in Jaipur,ajmeri gate,tourist attraction,ajmeri gate tourist attraction,0,0,0,0,0,0,0,0,,60,ajmeri gate. jaipur. tourist attraction. ,0.6153846153846154,0.7412600336781152
ChIJ94NTG7WxbTkRcBL55cQFS98,Panna Meena ka Kund,Jaipur,"XVR2+FFQ, Amer, Rajasthan 302028, India",India,26.9912058,75.8512432,4.4,6546,Historical place,tourist attractions in Jaipur,panna meena ka kund,historical place,panna meena ka kund historical place,0,1,0,0,0,0,0,0,history,60,panna meena ka kund. jaipur. historical place. history,0.6153846153846154,0.6525364526385135
ChIJseuwKkmxbTkRBW83y7v7Hto,Jai Niwas Garden,Jaipur,"B-91, Rajamal Ka Talab Rd, Gangori Bazaar, J.D.A. Market, Kanwar Nagar, Jaipur, Rajasthan 302002, India",India,26.93,75.8247222,4.4,26478,Tourist attraction,tourist attractions in Jaipur,jai niwas garden,tourist attraction,jai niwas garden tourist attraction,1,0,0,0,1,0,0,1,"nature, photography, family",60,"jai niwas garden. jaipur. tourist attraction. nature, photography, family",0.6153846153846154,0.8008549863404945
ChIJcXc6vH2xbTkRbcIu9i9aSk8,"Sheesh Mahal, Amber Fort",Jaipur,"JAIGARH FORT, Devisinghpura, Amer, Jaipur, Rajasthan 302028, India",India,26.9857093,75.8506434,4.6,6301,Tourist attraction,tourist attractions in Jaipur,"sheesh mahal, amber fort",tourist attraction,"sheesh mahal, amber fort tourist attraction",0,1,1,0,1,0,0,0,"history, culture, photography",120,"sheesh mahal, amber fort. jaipur. tourist attraction. history, culture, photography",0.7692307692307687,0.6484881668984112
ChIJtdjhZ3-2bTkRDCTGdHdTRmo,Jaldhara,Jaipur,"VR95+X67, Jawahar Lal Nehru Marg, Near Shiksha Sankul Gate, Mahesh Nagar Phatak, Bajaj Nagar, Jaipur, Rajasthan 302015, India",India,26.8699171,75.80805529999999,4.1,7495,Tourist attraction,tourist attractions in Jaipur,jaldhara,tourist attraction,jaldhara tourist attraction,0,0,0,0,0,0,0,0,,60,jaldhara. jaipur. tourist attraction. ,0.3846153846153842,0.6669042602454739
ChIJxUfgi0GxbTkR5Vqeib76O00,Gaitor Ki Chhatriyan,Jaipur,"309B, Mangala Rd, Bada Akhada, Krishna Nagar, Brahampuri, Jaipur, Rajasthan 302002, India",India,26.9430691,75.8246528,4.6,6235,Tourist attraction,tourist attractions in Jaipur,gaitor ki chhatriyan,tourist attraction,gaitor ki chhatriyan tourist attraction,0,0,0,0,0,0,0,0,,60,gaitor ki chhatriyan. jaipur. tourist attraction. ,0.7692307692307687,0.6473706825634918
ChIJlUU0la22bTkRYjOPfx2lY9E,Jaipur Zoo,Jaipur,"Museum Rd, Ram Niwas Garden, Kailash Puri, Bagh, Jaipur, Rajasthan 302004, India",India,26.9123097,75.8211759,3.6,11172,Tourist attraction,tourist attractions in Jaipur,jaipur zoo,tourist attraction,jaipur zoo tourist attraction,0,0,0,0,0,0,0,1,family,60,jaipur zoo. jaipur. tourist attraction. family,0.0,0.7092692202797971
ChIJV9GWIae2bTkR3tu5UFSOwk0,Central Park,Jaipur,"Prithviraj Rd, Rambagh, Jaipur, Rajasthan 302007, India",India,26.9049037,75.8087219,4.6,25012,Park,tourist attractions in Jaipur,central park,park,central park park,1,0,0,0,0,0,0,1,"nature, family",60,"central park. jaipur. park. nature, family",0.7692307692307687,0.7948094706206488
ChIJo96WLvOxbTkRnw9yG5lDKHE,Mouj Mahal,Jaipur,"The Paradise Of Fun, Amer Rd, opposite Baharampuri Thana, Agrasen Nagar, Govind Nagar East, Govind Nagar, Jaipur, Rajasthan 302002, India",India,26.9401498,75.8380304,4.5,9167,Museum,tourist attractions in Jaipur,mouj mahal,museum,mouj mahal museum,0,1,1,0,0,0,0,1,"history, culture, family",120,"mouj mahal. jaipur. museum. history, culture, family",0.6923076923076921,0.6882761325336875
ChIJd9K3fdflZzkRQeScJCCgYZ0,Saheliyon ki bari,Udaipur,"Panchwati, Udaipur, Rajasthan 313001, India",India,24.6030064,73.6854901,4.4,24145,Tourist attraction,tourist attractions in Udaipur,saheliyon ki bari,tourist attraction,saheliyon ki bari tourist attraction,0,0,0,0,0,0,0,0,,60,saheliyon ki bari. udaipur. tourist attraction. ,0.6153846153846154,0.7910650652853286
ChIJ1adZBmTlZzkRDqvq-navV5I,City Palace,Udaipur,"Old City, Udaipur, Rajasthan 313001, India",India,24.5764421,73.6835109,4.5,106511,Castle,tourist attractions in Udaipur,city palace,castle,city palace castle,0,1,1,0,1,0,0,0,"history, culture, photography",120,"city palace. udaipur. castle. history, culture, photography",0.6923076923076921,0.948596170817299
ChIJf1CpH2flZzkRmiCtzPDYk4A,Ambrai Ghat,Udaipur,"Chandpole Maji, Ka Mandir corner of Lake, Cheerwa, Pichola, Udaipur, Rajasthan 313004, India",India,24.5775547,73.67990209999999,4.7,12713,Tourist attraction,tourist attractions in Udaipur,ambrai ghat,tourist attraction,ambrai ghat tourist attraction,0,0,0,0,0,0,0,0,,60,ambrai ghat. udaipur. tourist attraction. ,0.846153846153846,0.7229832903560233
